START_LEVELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_PART_NUMBER,CHANNEL,PARAMETER_TYPE,PARAMETER_TYPE_AS_TEXT,LEVEL,LEVEL_REFERENCE_TYPE,LEVEL_REFERENCE_TYPE_AS_TEXT,LEVEL_REFERENCE_LIST_NUMBER,LEVEL_REFERENCE_ID,FADE_TIME,DELAY_TIME,MARK_CUE,TRACK_TYPE,EFFECT,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,42,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,42,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,31,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,31,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,31,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,31,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,32,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,32,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,32,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,32,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,33,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,33,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,33,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,33,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,34,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,34,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,34,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,34,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,35,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,35,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,35,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,35,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,36,12,Red,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,36,13,Green,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,36,14,Blue,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,36,50,Indigo,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,36,20675,Lime,3,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,1,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,1,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,1,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,1,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,2,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,2,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,2,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,2,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,3,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,3,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,3,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,3,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,5,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,5,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,5,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,5,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,6,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,6,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,6,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,6,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,7,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,7,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,7,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,7,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,9,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,9,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,9,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,9,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,10,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,10,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,10,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,10,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,11,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,11,12,Red,40,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,11,13,Green,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.2,,11,14,Blue,51,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,13,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,13,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,13,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,13,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,14,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,14,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,14,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,14,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,15,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,15,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,15,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,15,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,16,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,16,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,16,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,16,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,17,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,17,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,17,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,37,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,37,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,37,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,37,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,38,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,38,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,38,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,38,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,39,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,39,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,39,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,39,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,40,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,40,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,40,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,40,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,41,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,41,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,41,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,41,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,42,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,42,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,42,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,42,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,31,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,31,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,31,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,31,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,32,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,32,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,32,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,32,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,33,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,33,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,33,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,33,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,34,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,34,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,34,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,34,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,35,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,35,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,35,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,35,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,36,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,36,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,36,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,36,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,36,20675,Lime,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,1,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,1,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,1,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,1,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,2,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,2,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,2,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,2,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,3,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,3,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,3,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,3,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,5,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,5,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,5,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,5,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,6,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,6,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,6,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,6,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,7,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,7,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,7,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,7,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,9,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,9,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,9,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,9,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,10,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,10,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,10,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,10,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,11,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,11,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,11,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.3,,11,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,13,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,13,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,13,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,13,14,Blue,199,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,14,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,14,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,14,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,14,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,15,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,15,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,15,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,15,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,16,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,16,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,16,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,16,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,17,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,17,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,17,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,37,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,37,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,37,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,37,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,38,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,38,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,38,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,38,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,39,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,39,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,39,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,39,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,40,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,40,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,40,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,40,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,41,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,41,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,41,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,41,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,42,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,42,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,42,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,42,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,31,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,31,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,31,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,31,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,32,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,32,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,32,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,32,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,33,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,33,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,33,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,33,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,34,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,34,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,34,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,34,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,35,12,Red,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,35,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,35,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,35,50,Indigo,25,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,36,12,Red,99,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,36,13,Green,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,36,14,Blue,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,36,50,Indigo,255,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,36,20675,Lime,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,1,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,1,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,1,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,1,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,2,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,2,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,2,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,2,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,3,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,3,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,3,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,3,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,5,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,5,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,5,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,5,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,6,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,6,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,6,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,6,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,7,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,7,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,7,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,7,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,9,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,9,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,9,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,9,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,10,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,10,12,Red,59,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,10,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,10,14,Blue,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,11,1,Intens,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,11,12,Red,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,11,13,Green,21,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.4,,11,14,Blue,46,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,13,1,Intens,75,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,13,12,Red,89,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,13,13,Green,29,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,13,14,Blue,55,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,14,1,Intens,75,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,14,12,Red,89,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,14,13,Green,29,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,14,14,Blue,55,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,15,1,Intens,75,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,15,12,Red,89,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,15,13,Green,29,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,15,14,Blue,55,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,16,1,Intens,75,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,16,12,Red,89,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,16,13,Green,29,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cue,1,0.5,,16,14,Blue,55,,,,,,,,,,,,,,,,,,,,,,,,,
